Race,Age,Sex,Workclass,Marital-status
White,27,Female,Local-gov,Never-married
White,29,Male,Private,Never-married
White,23,Female,Private,Never-married
Asian-Pac-Islander,41,Male,Private,Married-civ-spouse
White,46,Male,Local-gov,Married-civ-spouse
White,42,Male,Self-emp-not-inc,Married-civ-spouse
White,18,Female,Private,Never-married
White,46,Male,Private,Divorced
White,52,Male,Private,Married-civ-spouse
White,56,Female,Private,Divorced
White,21,Male,Private,Never-married
White,22,Male,Self-emp-not-inc,Never-married
White,31,Female,Private,Divorced
White,41,Male,Self-emp-not-inc,Married-civ-spouse
White,25,Female,Private,Separated
White,43,Male,Self-emp-not-inc,Divorced
White,45,Female,Private,Separated
White,26,Male,Private,Divorced
White,45,Male,Private,Married-civ-spouse
White,30,Female,Private,Married-civ-spouse
White,42,Male,Private,Married-civ-spouse
White,20,Male,Private,Never-married
White,53,Male,Private,Married-civ-spouse
White,64,Female,State-gov,Widowed
White,42,Male,Private,Married-spouse-absent
White,26,Female,Private,Married-civ-spouse
White,40,Female,Private,Married-civ-spouse
White,58,Male,Private,Widowed
White,41,Male,Private,Married-civ-spouse
White,58,Male,Self-emp-inc,Never-married
White,62,Male,State-gov,Married-civ-spouse
White,65,Male,Self-emp-inc,Married-civ-spouse
White,40,Male,Private,Never-married
White,45,Male,Local-gov,Married-civ-spouse
White,22,Male,Private,Never-married
White,63,Male,Federal-gov,Married-civ-spouse
White,39,Male,Private,Married-civ-spouse
White,56,Male,Private,Married-civ-spouse
White,32,Male,Private,Divorced
White,32,Male,Private,Divorced
White,23,Male,Self-emp-not-inc,Married-civ-spouse
White,35,Male,Private,Separated
White,51,Male,Private,Married-civ-spouse
White,19,Female,Private,Never-married
White,41,Male,Private,Married-spouse-absent
White,22,Male,Private,Never-married
White,23,Female,Private,Never-married
Asian-Pac-Islander,36,Male,Private,Married-civ-spouse
White,45,Male,Private,Married-civ-spouse
White,23,Male,Self-emp-not-inc,Never-married
Black,21,Female,Private,Never-married
White,44,Male,Private,Married-civ-spouse
White,29,Male,Private,Married-civ-spouse
White,36,Male,Self-emp-not-inc,Married-civ-spouse
White,18,Male,Private,Never-married
White,62,Male,Self-emp-not-inc,Married-civ-spouse
Black,25,Male,Federal-gov,Never-married
White,34,Female,Private,Divorced
White,31,Female,Private,Never-married
White,37,Male,Private,Married-civ-spouse
White,33,Male,Private,Married-civ-spouse
White,28,Male,Private,Married-civ-spouse
White,47,Male,Private,Married-civ-spouse
White,34,Male,Private,Married-civ-spouse
White,26,Male,Private,Married-civ-spouse
White,36,Male,Private,Married-civ-spouse
White,28,Male,Private,Never-married
Black,22,Male,Private,Never-married
Black,47,Female,Private,Separated
White,33,Male,Private,Never-married
White,34,Female,Self-emp-inc,Separated
White,25,Male,Private,Never-married
White,37,Male,Private,Married-civ-spouse
White,36,Male,State-gov,Married-civ-spouse
White,57,Male,Private,Married-civ-spouse
White,55,Male,Private,Never-married
Black,43,Female,Private,Never-married
White,54,Male,Private,Married-civ-spouse
White,25,Female,Private,Separated
White,42,Male,Private,Divorced
White,17,Male,Private,Never-married
White,19,Female,Private,Never-married
White,56,Male,Self-emp-inc,Married-civ-spouse
White,33,Male,Self-emp-not-inc,Married-civ-spouse
White,37,Male,Private,Married-civ-spouse
White,27,Male,Private,Married-civ-spouse
White,36,Male,Local-gov,Married-civ-spouse
White,30,Male,Self-emp-inc,Married-civ-spouse
White,22,Male,Private,Never-married
White,35,Male,Private,Married-civ-spouse
White,20,Male,Private,Never-married
White,18,Female,Private,Never-married
White,25,Male,Private,Never-married
White,53,Female,Private,Never-married
White,19,Female,Private,Never-married
White,34,Male,Private,Divorced
Black,32,Female,State-gov,Never-married
White,70,Male,Private,Married-civ-spouse
White,57,Male,Private,Married-civ-spouse
White,54,Male,Private,Married-civ-spouse
White,34,Male,Private,Married-civ-spouse
White,48,Male,Private,Married-civ-spouse
White,42,Female,Private,Married-civ-spouse
White,45,Male,Private,Never-married
White,27,Male,Private,Never-married
White,51,Male,Private,Married-civ-spouse
White,36,Female,Local-gov,Divorced
Asian-Pac-Islander,33,Male,Private,Never-married
White,50,Male,Private,Never-married
White,44,Male,Private,Divorced
White,39,Male,Local-gov,Married-civ-spouse
White,55,Male,Self-emp-not-inc,Married-civ-spouse
White,24,Female,Private,Never-married
White,35,Male,Private,Never-married
White,32,Male,Self-emp-not-inc,Married-civ-spouse
White,68,Female,Private,Widowed
White,29,Male,Private,Married-civ-spouse
White,24,Male,Self-emp-not-inc,Never-married
White,61,Male,Private,Married-civ-spouse
White,34,Male,Private,Married-civ-spouse
White,55,Male,Self-emp-inc,Married-civ-spouse
White,41,Female,Private,Never-married
White,36,Male,Self-emp-not-inc,Married-civ-spouse
White,60,Male,Private,Married-civ-spouse
White,61,Male,Self-emp-not-inc,Married-civ-spouse
Asian-Pac-Islander,35,Male,Private,Married-civ-spouse
White,42,Male,State-gov,Married-civ-spouse
White,26,Male,Private,Never-married
Black,44,Female,Local-gov,Never-married
White,31,Male,State-gov,Never-married
Black,39,Male,State-gov,Never-married
White,20,Female,Private,Never-married
White,32,Male,Self-emp-inc,Married-civ-spouse
White,32,Male,Self-emp-not-inc,Married-civ-spouse
Black,61,Male,Private,Married-civ-spouse
White,54,Female,Local-gov,Divorced
White,23,Male,Private,Never-married
White,19,Male,Private,Never-married
Amer-Indian-Eskimo,31,Male,Private,Married-civ-spouse
White,35,Male,Private,Married-civ-spouse
White,29,Female,Private,Divorced
Black,29,Female,Local-gov,Never-married
White,25,Female,Private,Separated
White,46,Female,Private,Divorced
White,35,Female,Private,Never-married
Other,20,Male,Private,Never-married
White,24,Female,Self-emp-not-inc,Married-civ-spouse
White,48,Female,Private,Divorced
White,37,Female,Private,Divorced
White,60,Male,Self-emp-not-inc,Married-civ-spouse
White,39,Male,Private,Married-civ-spouse
White,29,Female,Local-gov,Separated
White,31,Male,Self-emp-not-inc,Divorced
White,38,Male,Private,Married-civ-spouse
White,26,Male,Self-emp-not-inc,Never-married
White,64,Male,Private,Married-civ-spouse
Black,46,Male,Private,Divorced
White,39,Male,Private,Married-civ-spouse
White,48,Female,Private,Divorced
White,46,Female,Private,Divorced
White,42,Male,Private,Divorced
Black,39,Female,Self-emp-not-inc,Married-civ-spouse
White,50,Male,Federal-gov,Married-civ-spouse
White,24,Female,Private,Never-married
White,30,Female,Private,Married-civ-spouse
White,39,Male,Self-emp-inc,Married-civ-spouse
White,29,Male,Self-emp-not-inc,Married-civ-spouse
White,23,Female,Private,Never-married
White,32,Male,Private,Separated
White,69,Male,Self-emp-inc,Married-civ-spouse
White,55,Male,Private,Separated
White,41,Male,Private,Married-civ-spouse
White,44,Male,Self-emp-inc,Married-civ-spouse
White,18,Male,Private,Never-married
White,74,Male,Self-emp-not-inc,Married-civ-spouse
White,40,Male,Private,Married-civ-spouse
White,27,Male,Private,Married-civ-spouse
White,55,Female,Private,Divorced
White,54,Female,Private,Divorced
White,36,Male,Private,Divorced
White,26,Female,Private,Never-married
White,18,Male,Private,Never-married
White,38,Male,Private,Divorced
White,50,Male,Private,Married-civ-spouse
White,32,Male,Private,Married-civ-spouse
White,57,Male,Private,Married-civ-spouse
Black,20,Male,Private,Never-married
White,27,Female,Private,Never-married
White,60,Female,Private,Divorced
White,52,Female,Private,Divorced
White,61,Male,Private,Married-civ-spouse
White,57,Male,Self-emp-not-inc,Widowed
White,59,Male,Self-emp-not-inc,Married-civ-spouse
White,34,Male,Self-emp-not-inc,Never-married
Asian-Pac-Islander,31,Male,Private,Married-civ-spouse
Black,42,Male,Private,Divorced
Asian-Pac-Islander,47,Male,Private,Married-civ-spouse
White,29,Male,Private,Married-civ-spouse
Black,27,Male,Private,Never-married
White,25,Female,Private,Married-civ-spouse
White,51,Male,Private,Married-civ-spouse
Black,28,Female,Private,Never-married
White,35,Male,Private,Married-civ-spouse
White,36,Male,Self-emp-not-inc,Married-civ-spouse
White,46,Male,Private,Married-civ-spouse
White,52,Female,Private,Separated
White,65,Male,Private,Married-civ-spouse
White,43,Male,Private,Divorced
White,34,Female,Private,Never-married
White,47,Male,Self-emp-not-inc,Married-civ-spouse
White,49,Male,Federal-gov,Never-married
White,21,Female,Private,Never-married
White,20,Female,Private,Never-married
White,18,Male,Local-gov,Never-married
Black,27,Male,Private,Never-married
White,34,Male,Self-emp-not-inc,Married-civ-spouse
White,38,Female,Private,Divorced
White,24,Male,Private,Never-married
White,34,Male,Private,Never-married
White,47,Male,Private,Married-civ-spouse
White,63,Female,Private,Widowed
Black,34,Male,Private,Married-civ-spouse
White,25,Male,Private,Married-spouse-absent
White,54,Male,Private,Widowed
White,35,Female,Private,Divorced
White,24,Male,Private,Married-civ-spouse
Asian-Pac-Islander,26,Female,Private,Never-married
White,59,Female,Local-gov,Divorced
White,43,Female,Private,Married-spouse-absent
White,20,Female,Private,Never-married
White,41,Male,Private,Married-civ-spouse
White,51,Male,Private,Married-civ-spouse
White,36,Male,Private,Married-civ-spouse
White,25,Male,Private,Never-married
White,55,Male,Private,Married-civ-spouse
White,22,Female,Local-gov,Never-married
Asian-Pac-Islander,58,Male,State-gov,Married-civ-spouse
White,43,Female,Private,Married-civ-spouse
White,39,Female,Private,Married-civ-spouse
Black,40,Female,Private,Never-married
White,46,Male,Private,Divorced
White,54,Female,Federal-gov,Never-married
Black,19,Male,Private,Never-married
White,24,Male,Private,Married-civ-spouse
White,24,Male,State-gov,Never-married
White,29,Male,Self-emp-not-inc,Never-married
White,56,Male,Self-emp-inc,Married-civ-spouse
White,34,Male,Private,Separated
White,56,Female,Private,Divorced
White,34,Male,Private,Married-civ-spouse
Black,19,Female,Private,Never-married
White,32,Male,Self-emp-inc,Married-civ-spouse
White,48,Female,Private,Divorced
White,47,Male,Private,Married-civ-spouse
White,52,Male,Private,Married-civ-spouse
White,40,Female,Private,Married-spouse-absent
White,28,Male,Private,Married-civ-spouse
White,41,Male,Private,Married-civ-spouse
White,57,Male,Private,Divorced
White,51,Female,Private,Divorced
Asian-Pac-Islander,36,Male,Private,Married-civ-spouse
White,33,Male,Private,Married-civ-spouse
White,46,Male,Private,Married-civ-spouse
White,33,Male,Private,Married-spouse-absent
Black,39,Male,Private,Never-married
White,35,Female,Private,Divorced
Black,23,Female,Private,Never-married
White,37,Female,Private,Divorced
White,41,Male,Private,Married-civ-spouse
White,60,Male,Private,Married-civ-spouse
White,32,Male,Private,Never-married
White,45,Female,State-gov,Divorced
White,24,Female,Private,Divorced
White,18,Male,Private,Never-married
White,45,Male,Private,Married-civ-spouse
White,23,Female,Private,Never-married
White,45,Male,State-gov,Married-civ-spouse
Black,25,Male,Private,Married-civ-spouse
White,31,Male,State-gov,Married-civ-spouse
White,19,Male,Private,Never-married
White,41,Male,Private,Married-civ-spouse
White,27,Male,Private,Never-married
White,23,Female,Private,Never-married
White,31,Male,Private,Married-civ-spouse
White,40,Male,Self-emp-inc,Married-civ-spouse
White,41,Male,Federal-gov,Married-civ-spouse
White,25,Male,Private,Never-married
Amer-Indian-Eskimo,42,Male,Private,Married-civ-spouse
White,24,Female,Private,Never-married
White,42,Male,Private,Married-civ-spouse
White,45,Male,Self-emp-not-inc,Married-civ-spouse
White,52,Male,Federal-gov,Married-civ-spouse
White,34,Male,Private,Divorced
White,32,Male,Private,Never-married
White,54,Male,Private,Married-civ-spouse
White,42,Male,Federal-gov,Never-married
White,32,Male,Private,Married-civ-spouse
White,55,Male,Self-emp-inc,Married-civ-spouse
White,52,Male,State-gov,Married-civ-spouse
White,21,Female,State-gov,Never-married
White,33,Female,Private,Married-civ-spouse
White,28,Female,Private,Never-married
White,27,Male,Self-emp-not-inc,Married-civ-spouse
White,42,Female,Local-gov,Divorced
White,27,Female,Self-emp-inc,Never-married
White,47,Male,Private,Married-civ-spouse
White,19,Female,Private,Never-married
White,46,Male,Private,Married-civ-spouse
White,55,Female,Self-emp-not-inc,Widowed
White,32,Female,Private,Never-married
White,28,Female,Private,Married-civ-spouse
Black,23,Female,Private,Never-married
White,43,Male,Private,Married-spouse-absent
White,34,Male,Private,Married-civ-spouse
Asian-Pac-Islander,19,Male,Private,Never-married
Asian-Pac-Islander,37,Male,Private,Married-civ-spouse
Asian-Pac-Islander,27,Female,Private,Never-married
White,18,Female,Private,Never-married
White,31,Female,Private,Widowed
White,49,Male,Private,Married-civ-spouse
White,26,Male,Federal-gov,Married-civ-spouse
White,48,Male,Private,Married-civ-spouse
Black,39,Male,Private,Married-civ-spouse
White,41,Female,Private,Separated
White,48,Female,State-gov,Divorced
White,40,Female,Private,Divorced
White,70,Male,Private,Married-civ-spouse
White,20,Male,Private,Never-married
White,38,Male,Private,Married-civ-spouse
White,37,Female,Self-emp-not-inc,Separated
White,49,Female,Private,Widowed
White,51,Male,Private,Married-civ-spouse
White,43,Male,Private,Never-married
White,38,Male,Private,Never-married
White,23,Male,Private,Never-married
White,34,Male,Private,Married-civ-spouse
White,33,Male,Private,Never-married
White,31,Female,Private,Never-married
White,64,Female,Private,Widowed
White,26,Male,Local-gov,Married-civ-spouse
White,55,Male,Private,Married-civ-spouse
White,37,Male,Private,Married-civ-spouse
White,78,Male,Local-gov,Married-civ-spouse
Black,27,Female,Federal-gov,Never-married
White,49,Male,Private,Divorced
White,55,Male,State-gov,Married-civ-spouse
White,42,Male,Private,Married-civ-spouse
White,61,Male,Private,Married-civ-spouse
White,64,Male,Self-emp-not-inc,Married-civ-spouse
White,46,Male,Local-gov,Married-civ-spouse
White,24,Male,Private,Never-married
White,27,Male,Private,Married-civ-spouse
White,47,Male,Private,Married-civ-spouse
White,48,Male,Private,Married-civ-spouse
White,50,Male,Self-emp-not-inc,Divorced
White,40,Female,State-gov,Divorced
White,56,Male,Self-emp-not-inc,Divorced
White,34,Female,Private,Never-married
White,56,Male,Federal-gov,Married-civ-spouse
White,18,Male,Private,Never-married
White,21,Female,Private,Never-married
White,40,Female,Private,Divorced
White,27,Male,Local-gov,Married-civ-spouse
White,52,Male,Self-emp-not-inc,Married-civ-spouse
White,46,Female,Private,Divorced
White,23,Female,Private,Never-married
White,50,Male,Private,Married-civ-spouse
White,19,Male,Private,Never-married
White,20,Male,Private,Never-married
White,39,Female,Private,Divorced
White,24,Male,Private,Never-married
White,72,Female,Private,Widowed
White,42,Female,State-gov,Married-civ-spouse
White,42,Male,Private,Divorced
White,39,Male,Private,Married-civ-spouse
White,34,Male,Private,Married-civ-spouse
White,19,Male,Private,Never-married
White,26,Female,Private,Never-married
White,45,Female,Local-gov,Divorced
White,28,Female,Private,Never-married
White,30,Male,Federal-gov,Never-married
White,32,Female,Private,Never-married
White,19,Female,Private,Never-married
White,21,Male,Private,Never-married
White,62,Male,Private,Married-civ-spouse
White,25,Male,Private,Never-married
White,49,Female,Self-emp-inc,Divorced
White,32,Male,Private,Married-civ-spouse
White,26,Male,Private,Never-married
White,37,Male,Local-gov,Married-civ-spouse
White,58,Female,Private,Divorced
White,37,Female,Private,Married-civ-spouse
White,41,Female,Private,Never-married
White,38,Male,Private,Married-civ-spouse
White,47,Male,State-gov,Married-civ-spouse
Black,42,Male,Private,Divorced
White,30,Male,State-gov,Married-civ-spouse
White,43,Male,Private,Married-civ-spouse
Black,34,Male,Private,Married-civ-spouse
